Rank;Title;TotalCites;ImpactFactor;EigenfactorScore
11435;Statistics and Its Interface;431;0.398;0.00114
11437;INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING;360;0.397;0.00044
11437;METAL SCIENCE AND HEAT TREATMENT;1018;0.397;0.00072
11437;Russian Journal of Pacific Geology;216;0.397;0.00040
11440;Australian Orthodontic Journal;273;0.396;0.00036
11440;CHIMICA OGGI-CHEMISTRY TODAY;383;0.396;0.00048
11440;EUROPEAN JOURNAL OF PSYCHIATRY;236;0.396;0.00033
11440;HISTORICAL JOURNAL;1146;0.396;0.00117
11440;Psihologija;167;0.396;0.00028
11440;TELOPEA;234;0.396;0.00024
11446;FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE;515;0.395;0.00048
11446;JOURNAL OF LABOR RESEARCH;472;0.395;0.00027
11446;LMS Journal of Computation and Mathematics;209;0.395;0.00125
11446;Propagation of Ornamental Plants;130;0.395;0.00010
11446;Water Resources;589;0.395;0.00065
11451;ALGEBRA COLLOQUIUM;445;0.394;0.00129
11451;Chemija;246;0.394;0.00015
11451;Journal of Operational Risk;100;0.394;0.00011
11451;MATHEMATICA SCANDINAVICA;1082;0.394;0.00096
11455;Language Problems & Language Planning;162;0.393;0.00015
11455;SOCIAL SCIENCE HISTORY;365;0.393;0.00039
11455;TROPICAL BIOMEDICINE;845;0.393;0.00130
11458;CHINESE ANNALS OF MATHEMATICS SERIES B;645;0.392;0.00143
11458;Genetika-Belgrade;318;0.392;0.00043
11458;JOURNAL OF OPTICAL TECHNOLOGY;762;0.392;0.00061
11458;Journal of the Ramanujan Mathematical Society;171;0.392;0.00087
11458;REVISTA ARVORE;1548;0.392;0.00101
11463;Macedonian Journal of Chemistry and Chemical Engineering;164;0.391;0.00023
11463;Philippine Political Science Journal;53;0.391;0.00004
11465;Investigacion Economica;90;0.390;0.00007
11465;JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS;2045;0.390;0.00081
11465;MEASUREMENT TECHNIQUES;772;0.390;0.00056
11468;Journal of Evidence-Based Psychotherapies;22;0.389;0.00007
11468;Terminology;94;0.389;0.00008
11468;Tropical Grasslands-Forrajes Tropicales;81;0.389;0.00028
11471;Journal of Water Chemistry and Technology;242;0.388;0.00017
11471;TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY;244;0.388;0.00034
11473;Engenharia Agricola;707;0.387;0.00086
11473;JOURNAL OF INFRARED AND MILLIMETER WAVES;397;0.387;0.00033
11473;MATERIALS SCIENCE;636;0.387;0.00042
11473;REVUE DE MEDECINE VETERINAIRE;723;0.387;0.00050
11477;NEW SCIENTIST;917;0.386;0.00112
11477;Optoelectronics and Advanced Materials-Rapid Communications;922;0.386;0.00097
11477;Postcolonial Studies;255;0.386;0.00059
11480;AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS;601;0.385;0.00068
11480;INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS;1189;0.385;0.00075
11480;Independent Review;199;0.385;0.00023
11480;OFIOLITI;331;0.385;0.00012
11480;PESQUISA VETERINARIA BRASILEIRA;1494;0.385;0.00190
11480;Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida;162;0.385;0.00013
11486;ACTA ALIMENTARIA;420;0.384;0.00034
11486;PRAKTISCHE METALLOGRAPHIE-PRACTICAL METALLOGRAPHY;163;0.384;0.00039
11488;JOURNAL OF PSYCHOLOGY AND THEOLOGY;486;0.383;0.00032
11489;TRACE ELEMENTS AND ELECTROLYTES;226;0.381;0.00010
11490;Journal of Forensic Psychology Practice;188;0.380;0.00037
11490;POLITICKA EKONOMIE;182;0.380;0.00013
11490;REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA;543;0.380;0.00024
11493;FOOD SCIENCE AND TECHNOLOGY RESEARCH;1102;0.379;0.00110
11493;Glasnik Matematicki;288;0.379;0.00071
11495;B E Journal of Macroeconomics;236;0.378;0.00069
11495;International Journal of Gerontology;209;0.378;0.00043
11495;THEORY OF PROBABILITY AND ITS APPLICATIONS;1477;0.378;0.00118
11498;Acta Botanica Mexicana;379;0.377;0.00038
11498;Frontiers of Mathematics in China;386;0.377;0.00219
11498;NIHON REOROJI GAKKAISHI;196;0.377;0.00018
11498;REFERENCE & USER SERVICES QUARTERLY;284;0.377;0.00016
11498;SCHWEIZER ARCHIV FUR TIERHEILKUNDE;515;0.377;0.00057
11503;RADIOLOGE;558;0.376;0.00048
11504;ArcheoSciences-Revue d Archeometrie;70;0.375;0.00013
11504;International Journal of Acoustics and Vibration;188;0.375;0.00024
11504;JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH;369;0.375;0.00015
11504;JOURNAL OF MEDIA ECONOMICS;281;0.375;0.00019
11504;Journal of Applied Economics;290;0.375;0.00018
11504;PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES;662;0.375;0.00007
11504;SPIXIANA;285;0.375;0.00033
11504;STANFORD JOURNAL OF INTERNATIONAL LAW;165;0.375;0.00021
11504;Syntax and Semantics;577;0.375;0.00011
11513;Journal of Semiconductor Technology and Science;283;0.374;0.00054
11514;ANNALES DE PATHOLOGIE;369;0.373;0.00032
11514;EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE;104;0.373;0.00016
11514;Food Hygiene and Safety Science;145;0.373;0.00024
11514;International Review of the Red Cross;579;0.373;0.00073
11518;AMERICAN SPEECH;449;0.372;0.00017
11518;Journal of Marine Science and Technology-Taiwan;558;0.372;0.00077
11518;POLITISCHE VIERTELJAHRESSCHRIFT;296;0.372;0.00036
11521;Lecture Notes in Mathematics;11469;0.371;0.01042
11521;Review of Cognitive Linguistics;85;0.371;0.00030
11523;AUSTRALIAN ECONOMIC HISTORY REVIEW;127;0.370;0.00022
11523;Pragmatics & Cognition;268;0.370;0.00022
11523;REVUE ROUMAINE DE CHIMIE;666;0.370;0.00056
11526;ACTA ZOOLOGICA BULGARICA;502;0.369;0.00059
11526;Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria;115;0.369;0.00022
11528;Ethics & Global Politics;92;0.368;0.00021
11528;Geriatrie et Psychologie Neuropsychiatrie de Vieillissement;110;0.368;0.00024
11528;INDIAN JOURNAL OF BIOTECHNOLOGY;688;0.368;0.00057
11528;Magallania;213;0.368;0.00019
11528;NEUROPHYSIOLOGY;223;0.368;0.00025
11528;Planning Perspectives;323;0.368;0.00044
11534;CHILDRENS HEALTH CARE;475;0.367;0.00036
11534;INTEGRATED FERROELECTRICS;964;0.367;0.00080
11536;Acta Clinica Croatica;376;0.366;0.00050
11536;Contemporary Problems of Ecology;377;0.366;0.00060
11536;IMAGING SCIENCE JOURNAL;205;0.366;0.00029
11536;INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH;920;0.366;0.00064
11536;JOURNAL OF VETERINARY DENTISTRY;170;0.366;0.00021
11536;SCIENCE IN CONTEXT;356;0.366;0.00050
11536;SCIENCE IN CONTEXT;356;0.366;0.00050
11543;MINERVA BIOTECNOLOGICA;90;0.365;0.00007
11544;Africana Linguistica;52;0.364;0.00014
11544;Current Perspectives in Social Theory;36;0.364;0.00005
11544;HEART SURGERY FORUM;537;0.364;0.00060
11544;Hokkaido Mathematical Journal;329;0.364;0.00034
11544;Icelandic Agricultural Sciences;76;0.364;0.00008
11544;PHYTON-ANNALES REI BOTANICAE;343;0.364;0.00019
11544;PSYCHOTHERAPEUT;280;0.364;0.00035
11544;Recht & Psychiatrie;56;0.364;0.00004
11544;Recht & Psychiatrie;56;0.364;0.00004
11553;International Journal of Diabetes in Developing Countries;396;0.361;0.00039
11554;CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS;370;0.360;0.00029
11554;China Foundry;297;0.360;0.00028
11554;Inland Water Biology;211;0.360;0.00038
11554;Intersecciones en Antropologia;214;0.360;0.00036
11554;Linguistica Antverpiensia New Series-Themes in Translation Studies;95;0.360;0.00014
11554;PSYCHE-ZEITSCHRIFT FUR PSYCHOANALYSE UND IHRE ANWENDUNGEN;243;0.360;0.00016
11554;VOPROSY PSIKHOLOGII;316;0.360;0.00006
11561;DYNAMIC SYSTEMS AND APPLICATIONS;290;0.359;0.00046
11561;Noropsikiyatri Arsivi-Archives of Neuropsychiatry;226;0.359;0.00035
11561;Problems of Information Transmission;579;0.359;0.00063
11564;ARCHIVOS LATINOAMERICANOS DE NUTRICION;581;0.358;0.00028
11564;PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN  KURORTMEDIZIN;142;0.358;0.00016
11566;Psychoanalysis and History;57;0.357;0.00008
11566;Review of Network Economics;238;0.357;0.00055
11566;SCIENCES SOCIALES ET SANTE;119;0.357;0.00013
11566;Salud Colectiva;136;0.357;0.00018
11570;Econ Journal Watch;140;0.356;0.00050
11570;South African Journal of Psychiatry;114;0.356;0.00010
11570;South African Journal of Psychiatry;114;0.356;0.00010
11570;Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften;247;0.356;0.00047
11574;Asia-Pacific Journal of Financial Studies;119;0.355;0.00021
11574;JOURNAL OF POLYMER MATERIALS;223;0.355;0.00013
11576;B-ENT;328;0.354;0.00052
11576;Postepy Mikrobiologii;118;0.354;0.00011
11578;Acta Phytotaxonomica et Geobotanica;136;0.353;0.00009
11578;COMMUNICATIONS IN STATISTICS-THEORY AND METHODS;4030;0.353;0.00500
11578;Contributions to Discrete Mathematics;52;0.353;0.00026
11578;FEMINIST STUDIES;1050;0.353;0.00071
11578;INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE;506;0.353;0.00151
11578;ORDER-A JOURNAL ON THE THEORY OF ORDERED SETS AND ITS APPLICATIONS;439;0.353;0.00084
11584;Egitim ve Bilim-Education and Science;481;0.352;0.00039
11584;Historical Social Research-Historische Sozialforschung;574;0.352;0.00094
11584;Sumarski List;208;0.352;0.00017
11587;BIOLOGY BULLETIN;552;0.351;0.00088
11587;Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie;293;0.351;0.00064
11587;HISTORY OF THE HUMAN SCIENCES;507;0.351;0.00064
11587;HISTORY OF THE HUMAN SCIENCES;507;0.351;0.00064
11587;Indian Journal of Pharmaceutical Education and Research;271;0.351;0.00017
11587;JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY;272;0.351;0.00018
11587;NOTORNIS;553;0.351;0.00020
11594;NATURAL RESOURCES JOURNAL;467;0.350;0.00015
11594;RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS;254;0.350;0.00055
11594;REVUE D ECOLOGIE-LA TERRE ET LA VIE;373;0.350;0.00027
11594;Soil Mechanics and Foundation Engineering;226;0.350;0.00010
11598;European Surgery-Acta Chirurgica Austriaca;186;0.349;0.00032
11598;RHODORA;416;0.349;0.00009
11598;Semina-Ciencias Agrarias;1227;0.349;0.00239
11601;BOLETIM DO INSTITUTO DE PESCA;414;0.348;0.00042
11601;INDIAN JOURNAL OF CHEMICAL TECHNOLOGY;843;0.348;0.00035
11601;Journal of Modern European History;112;0.348;0.00074
11601;RETHINKING HISTORY;270;0.348;0.00050
11605;METALLURGIST;477;0.347;0.00053
11606;CYBIUM;802;0.346;0.00053
11606;Theology and Science;85;0.346;0.00005
11608;BERICHTE UBER LANDWIRTSCHAFT;81;0.345;0.00012
11609;Asian Journal of WTO & International Health Law and Policy;40;0.344;0.00005
11609;Journal of Psychologists and Counsellors in Schools;11;0.344;0.00002
11609;RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL;306;0.344;0.00005
11612;Revue de Pneumologie Clinique;200;0.343;0.00019
11612;Ukrainian Mathematical Journal;981;0.343;0.00112
11614;ALLGEMEINE FORST UND JAGDZEITUNG;325;0.342;0.00018
11614;Gaceta Medica de Mexico;426;0.342;0.00059
11616;AATCC Journal of Research;39;0.340;0.00009
11616;CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS;376;0.340;0.00029
11616;CZECHOSLOVAK MATHEMATICAL JOURNAL;1026;0.340;0.00147
11616;JOURNAL OF COMPARATIVE FAMILY STUDIES;674;0.340;0.00068
11616;Materia-Rio de Janeiro;187;0.340;0.00021
11616;Pragmatics and Society;79;0.340;0.00020
11616;RIDE-The Journal of Applied Theatre and Performance;237;0.340;0.00015
11623;ACM Transactions on Asian and Low-Resource Language Information Processing;23;0.339;0.00002
11623;BIOPHARM INTERNATIONAL;230;0.339;0.00024
11623;INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION;279;0.339;0.00018
11623;Journal of the Southern African Institute of Mining and Metallurgy;1264;0.339;0.00082
11627;Iranian Journal of Biotechnology;222;0.338;0.00019
11627;PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE;248;0.338;0.00018
11629;Ciencia e Investigacion Agraria;308;0.337;0.00034
11629;Geodetski Vestnik;106;0.337;0.00009
11629;IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES;1602;0.337;0.001500
11629;OPERATIVE TECHNIQUES IN SPORTS MEDICINE;268;0.337;0.00028
11633;INTERNATIONAL JOURNAL OF MORPHOLOGY;925;0.336;0.00096
11633;PSYCHIATRIC ANNALS;888;0.336;0.00038
11635;Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry;323;0.335;0.00019
11635;Universitas Psychologica;553;0.335;0.00058
11637;AATCC REVIEW;205;0.333;0.00004
11637;AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY;653;0.333;0.00027
11637;Australian Aboriginal Studies;151;0.333;0.00013
11637;Bangladesh Journal of Plant Taxonomy;103;0.333;0.00014
11637;Boletin de la Asociacion de Geografos Espanoles;437;0.333;0.00035
11637;English in Australia;122;0.333;0.00009
11637;GEFAHRSTOFFE REINHALTUNG DER LUFT;197;0.333;0.00015
11637;JOURNAL OF EAST ASIAN LINGUISTICS;251;0.333;0.00022
11637;JOURNAL OF FAMILY HISTORY;298;0.333;0.00034
11637;LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES;106;0.333;0.00004
11637;PHYLLOMEDUSA;173;0.333;0.00018
11637;Revue d Histoire des Mathematiques;32;0.333;0.00005
11637;Romani Studies;67;0.333;0.00008
11650;FIBRE CHEMISTRY;404;0.332;0.00012
11651;ROCKY MOUNTAIN JOURNAL OF MATHEMATICS;1289;0.330;0.00203
11651;Revista Fitotecnia Mexicana;363;0.330;0.00042
11653;APPLIED CATEGORICAL STRUCTURES;337;0.329;0.00122
11653;Historical Materialism-Research in Critical Marxist Theory;358;0.329;0.00048
11655;EKONOMICKY CASOPIS;218;0.327;0.00011
11655;JOURNAL OF CERAMIC PROCESSING RESEARCH;1008;0.327;0.00095
11655;JOURNAL OF INFORMATION SCIENCE AND ENGINEERING;598;0.327;0.00060
11655;Journal of Commutative Algebra;120;0.327;0.00067
11655;KLINIK PSIKOFARMAKOLOJI BULTENI-BULLETIN OF CLINICAL PSYCHOPHARMACOLOGY;318;0.327;0.00049
11660;CRYPTOLOGIA;172;0.326;0.00006
11660;POWDER METALLURGY AND METAL CERAMICS;725;0.326;0.00033
11660;SPECTROSCOPY AND SPECTRAL ANALYSIS;1975;0.326;0.00181
11663;China Petroleum Processing & Petrochemical Technology;148;0.325;0.00023
11664;Clinica y Salud;185;0.324;0.00009
11664;FOLIA LINGUISTICA;231;0.324;0.00029
11666;Progress in Nutrition;80;0.323;0.00007
11667;ORVOSI HETILAP;1026;0.322;0.00076
11668;ALTERNATIVES;459;0.321;0.00047
11668;JOURNAL OF BALTIC STUDIES;158;0.321;0.00013
11668;OIL GAS-EUROPEAN MAGAZINE;108;0.321;0.00011
11668;Romanian Biotechnological Letters;605;0.321;0.00053
11668;STUDIES IN LANGUAGE;476;0.321;0.00072
11668;Stahlbau;497;0.321;0.00057
11674;Pratiques Psychologiques;91;0.320;0.00009
11674;Pratiques Psychologiques;91;0.320;0.00009
11674;Romanian Journal of Legal Medicine;135;0.320;0.00020
11677;EVOLUTION PSYCHIATRIQUE;241;0.319;0.00018
11677;IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES;1014;0.319;0.00081
11677;INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY;365;0.319;0.00020
11680;ENVIRONMENTAL & ENGINEERING GEOSCIENCE;432;0.318;0.00036
11680;INVESTIGACION CLINICA;207;0.318;0.00013
11680;SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE;121;0.318;0.00003
11680;SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION;176;0.318;0.00023
11680;SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS;220;0.318;0.00015
11685;JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY;348;0.317;0.00011
11686;Monatsschrift fur Kriminologie und Strafrechtsreform;73;0.316;0.00009
11686;Nexus Network Journal;144;0.316;0.00010
11686;Social Epistemology;347;0.316;0.00067
11689;Asian Journal of Social Science;194;0.315;0.00020
11689;Journal of Contemporary Physics-Armenian Academy of Sciences;125;0.315;0.00006
11691;Dynamis;136;0.314;0.00011
11691;Dynamis;136;0.314;0.00011
11691;Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia;80;0.314;0.00010
11691;Journal of Environmental Science and Management;94;0.314;0.00011
11691;Mathematica Slovaca;696;0.314;0.00121
11696;Geneva Risk and Insurance Review;79;0.313;0.00025
11696;Historia y Politica;131;0.313;0.00032
11696;ICGA JOURNAL;45;0.313;0.00000
11696;International Journal of Transport Economics;186;0.313;0.00017
11696;Molecular Genetics Microbiology and Virology;107;0.313;0.00015
11696;Tydskrif Vir Geesteswetenskappe;95;0.313;0.00004
11702;Hidrobiologica;278;0.312;0.00028
11702;JOURNAL OF THE JAPAN INSTITUTE OF METALS;921;0.312;0.00044
11704;Asian and Pacific Migration Journal;280;0.311;0.00038
11704;Drewno;74;0.311;0.00013
11704;INTERDISCIPLINARY SCIENCE REVIEWS;238;0.311;0.00008
11704;INTERDISCIPLINARY SCIENCE REVIEWS;238;0.311;0.00008
11704;JOURNAL FOR THE HISTORY OF ASTRONOMY;233;0.311;0.00034
11704;Journal of Australian Studies;328;0.311;0.00029
11704;Journal of Web Engineering;95;0.311;0.00009
11704;ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA;262;0.311;0.00014
11712;Journal of Asian Architecture and Building Engineering;305;0.310;0.00024
11712;Journal of Marine Engineering and Technology;88;0.310;0.00011
11712;Korean Economic Review;32;0.310;0.00005
11712;NEUROCIRUGIA;265;0.310;0.00023
11712;SERIALS REVIEW;182;0.310;0.00015
11712;THALASSAS;99;0.310;0.00010
11712;WAR IN HISTORY;128;0.310;0.00029
11719;Contemporary European History;310;0.308;0.00077
11719;Hand Surgery & Rehabilitation;29;0.308;0.00010
11719;Journal of Early Modern History;139;0.308;0.00036
11719;NARRATIVE INQUIRY;518;0.308;0.00039
11723;AMERICAN MATHEMATICAL MONTHLY;3627;0.306;0.00172
11723;B E Journal of Economic Analysis & Policy;754;0.306;0.00126
11723;Balkan Journal of Medical Genetics;86;0.306;0.00022
11723;Revue Francaise d Allergologie;280;0.306;0.00011
11727;JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA;213;0.305;0.00024
11727;LASERS IN ENGINEERING;215;0.305;0.00032
11727;Studia Universitatis Babes-Bolyai Chemia;156;0.305;0.00012
11727;WOMEN & THERAPY;335;0.305;0.00017
11731;Cuadernos de Desarrollo Rural;97;0.304;0.00014
11731;ISRAEL JOURNAL OF VETERINARY MEDICINE;178;0.304;0.00031
11733;Gedrag & Organisatie;117;0.303;0.00009
11733;IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH;327;0.303;0.00030
11735;Boletin de la Sociedad Argentina de Botanica;381;0.302;0.00034
11735;CONTEMPORARY PSYCHOANALYSIS;513;0.302;0.00041
11735;REDIA-GIORNALE DI ZOOLOGIA;452;0.302;0.00020
11735;SOUTH AFRICAN HISTORICAL JOURNAL;216;0.302;0.00041
11739;Korean Journal of Horticultural Science & Technology;278;0.301;0.00037
11740;Deviance et Societe;105;0.300;0.00012
11740;INTERNATIONAL JOURNAL;331;0.300;0.00027
11740;LIBRARY AND INFORMATION SCIENCE;24;0.300;0.00002
11740;Lazaroa;257;0.300;0.00011
11740;Srpski Arhiv za Celokupno Lekarstvo;408;0.300;0.00049
11740;TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY;192;0.300;0.00011
11746;Current Medical Imaging Reviews;303;0.299;0.00038
11746;JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY;1416;0.299;0.00051
11748;NEGOTIATION JOURNAL;460;0.298;0.00035
11748;PHILIPPINE AGRICULTURAL SCIENTIST;261;0.298;0.00021
11750;ACTES DE LA RECHERCHE EN SCIENCES SOCIALES;700;0.297;0.00023
11750;Revija za Socijalnu Politiku;45;0.297;0.00009
11752;GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING;508;0.296;0.00053
11752;STOCHASTIC MODELS;467;0.296;0.00069
11754;ARCHIVES DE PEDIATRIE;1443;0.295;0.00145
11754;Animal Nutrition and Feed Technology;184;0.295;0.00023
11754;PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES;426;0.295;0.00082
11754;STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA;431;0.295;0.00053
11754;URBAN LAWYER;151;0.295;0.00016
11759;HISTORY AND PHILOSOPHY OF LOGIC;131;0.294;0.00015
11759;History of Geo- and Space Sciences;18;0.294;0.00012
11759;History of Geo- and Space Sciences;18;0.294;0.00012
11759;IHERINGIA SERIE ZOOLOGIA;687;0.294;0.00061
11759;International Journal of the History of Sport;779;0.294;0.00073
11764;JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY;121;0.293;0.00027
11764;YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN;1498;0.293;0.00048
11764;Zeitschrift fur Neuropsychologie;94;0.293;0.00011
11767;CALDASIA;351;0.292;0.00022
11767;Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene;107;0.292;0.00011
11767;POLITY;554;0.292;0.00068
11767;PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES;569;0.292;0.00079
11771;ASTRONOMY & GEOPHYSICS;211;0.291;0.00022
11771;Bautechnik;278;0.291;0.00059
11771;ETHNOHISTORY;403;0.291;0.00031
11771;International Journal of Applied Research in Veterinary Medicine;257;0.291;0.00017
11775;Engenharia Sanitaria e Ambiental;329;0.290;0.00022
11775;RARE METAL MATERIALS AND ENGINEERING;2542;0.290;0.00212
11777;Anthropological Notebooks;82;0.289;0.00012
11777;Indian Journal of Geo-Marine Sciences;523;0.289;0.00115
11779;ATOMIC ENERGY;727;0.288;0.00038
11779;Acta Bioethica;107;0.288;0.00002
11779;Acta Bioethica;107;0.288;0.00002
11779;ITEA-Informacion Tecnica Economica Agraria;62;0.288;0.00009
11779;Journal of Tropical Meteorology;430;0.288;0.00039
11779;Journal of the History of the Neurosciences;298;0.288;0.00021
11779;PERSPECTIVES IN BIOLOGY AND MEDICINE;973;0.288;0.00044
11779;PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS;313;0.288;0.00031
11779;Romanian Journal of Information Science and Technology;136;0.288;0.00014
11779;SOUTH AFRICAN JOURNAL OF SURGERY;284;0.288;0.00029
11779;Sugar Industry-Zuckerindustrie;232;0.288;0.00023
11790;ARCTIC ANTHROPOLOGY;332;0.286;0.00016
11790;ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA;1432;0.286;0.00145
11790;Acta Microscopica;61;0.286;0.00005
11790;African Journal of Library Archives and Information Science;41;0.286;0.00004
11790;DADOS-REVISTA DE CIENCIAS SOCIAIS;295;0.286;0.00013
11790;Gender and Language;83;0.286;0.00021
11790;JOURNAL OF LEGAL MEDICINE;117;0.286;0.00021
11790;JOURNAL OF WOMENS HISTORY;400;0.286;0.00038
11790;Probability and Mathematical Statistics-Poland;239;0.286;0.00054
11790;Sociologus;44;0.286;0.00005
11790;VETERINARSKI ARHIV;494;0.286;0.00047
11801;HOUSTON JOURNAL OF MATHEMATICS;770;0.285;0.00186
11802;PHI DELTA KAPPAN;1624;0.284;0.00080
11802;Postmedieval-A Journal of Medieval Cultural Studies;91;0.284;0.00009
